type,coords
school,"[(126.7716485, 37.6724529), (126.7717036, 37.672534), (126.7717402, 37.6725878), (126.7717893, 37.6726599), (126.7722712, 37.6724545), (126.7721304, 37.6722474), (126.7716485, 37.6724529)]"
kindergarten,"[(126.9246646, 37.6442849), (126.9248571, 37.6444099), (126.9249581, 37.6442804), (126.9247637, 37.6441764), (126.9246646, 37.6442849)]"
school,"[(127.0566693, 37.5182685), (127.0567365, 37.5183847), (127.0566957, 37.5184742), (127.0567629, 37.5184894), (127.0567533, 37.5185218), (127.0567533, 37.518577), (127.0567917, 37.5186513), (127.0568925, 37.5187141), (127.0569814, 37.5187236), (127.0571038, 37.5186855), (127.0571734, 37.5186398), (127.0572238, 37.5185732), (127.0572214, 37.518497), (127.0571998, 37.5184342), (127.057111, 37.5183695), (127.0571494, 37.5182933), (127.0568181, 37.5181962), (127.0567701, 37.5182933), (127.0566693, 37.5182685)]"
school,"[(127.0557619, 37.5175646), (127.0562404, 37.517756), (127.0563788, 37.51748), (127.0559122, 37.5173106), (127.0557619, 37.5175646)]"
school,"[(126.7616738, 37.683442), (126.7617659, 37.683579), (126.7618646, 37.6835375), (126.7618357, 37.6834945), (126.761987, 37.6834307), (126.7620296, 37.6834941), (126.7622393, 37.6834058), (126.7621965, 37.6833422), (126.7624996, 37.6832146), (126.7625301, 37.6832598), (126.7626491, 37.6832097), (126.7622478, 37.6826129), (126.7621883, 37.682638), (126.762129, 37.6825498), (126.762207, 37.682517), (126.7621548, 37.6824394), (126.7618401, 37.6825719), (126.7619065, 37.6826707), (126.7620948, 37.6825913), (126.7621368, 37.6826539), (126.7619947, 37.6827137), (126.7622756, 37.6831315), (126.7623796, 37.6830877), (126.762448, 37.6831894), (126.7623617, 37.6832258), (126.7623232, 37.6831685), (126.7616738, 37.683442)]"
school,"[(127.1312134, 37.4353821), (127.1316586, 37.4355951), (127.1318249, 37.4353949), (127.1313528, 37.4351905), (127.1312134, 37.4353821)]"
kindergarten,"[(126.7665906, 37.6800745), (126.766664, 37.6801988), (126.7669197, 37.6800905), (126.7668076, 37.6799203), (126.7667114, 37.6799619), (126.7667435, 37.6800086), (126.7665906, 37.6800745)]"
school,"[(126.7703432, 37.6796484), (126.7704076, 37.6797502), (126.7704964, 37.679715), (126.7705432, 37.6797889), (126.770782, 37.6796943), (126.7707607, 37.6796606), (126.7710257, 37.6795556), (126.7709901, 37.6794994), (126.771293, 37.6793794), (126.7712387, 37.6792936), (126.7703432, 37.6796484)]"
school,"[(127.1987735, 37.5532686), (127.1993612, 37.5539131), (127.198907, 37.55418), (127.199034, 37.5543159), (127.1997866, 37.5538737), (127.1990611, 37.5530977), (127.1987735, 37.5532686)]"
school,"[(126.7785337, 37.6711326), (126.7788624, 37.6712538), (126.7789457, 37.6711122), (126.778865, 37.6710824), (126.7789417, 37.670952), (126.7790261, 37.6709832), (126.7791356, 37.670797), (126.7793008, 37.670858), (126.7794274, 37.6706428), (126.7792552, 37.6705793), (126.7792633, 37.6705439), (126.7791062, 37.670486), (126.7788055, 37.670997), (126.7788566, 37.6710158), (126.7788277, 37.6710649), (126.7786188, 37.6709879), (126.7785337, 37.6711326)]"
school,"[(126.7785942, 37.6709384), (126.778709, 37.6709802), (126.7790083, 37.6704647), (126.7788936, 37.6704229), (126.7785942, 37.6709384)]"
school,"[(126.7774373, 37.6703271), (126.7777464, 37.6704388), (126.7779945, 37.6700084), (126.7776855, 37.6698968), (126.7774373, 37.6703271)]"
school,"[(126.7772893, 37.6705888), (126.7784125, 37.6709766), (126.7785055, 37.6708077), (126.7773823, 37.67042), (126.7772893, 37.6705888)]"
school,"[(126.7735147, 37.6677215), (126.7736723, 37.6679393), (126.7737088, 37.6679228), (126.7738079, 37.6680597), (126.7737844, 37.6680704), (126.7739129, 37.6682479), (126.7739343, 37.6682382), (126.7740375, 37.6683808), (126.7742264, 37.6682952), (126.773738, 37.6676203), (126.7736792, 37.6676469), (126.7736659, 37.6676286), (126.7736042, 37.6676566), (126.7736174, 37.6676749), (126.7735147, 37.6677215)]"
school,"[(126.7739214, 37.6674832), (126.7739993, 37.6676005), (126.7740241, 37.6675902), (126.7740541, 37.6676354), (126.7744122, 37.6674862), (126.7742954, 37.6673104), (126.7739374, 37.6674596), (126.7739462, 37.6674729), (126.7739214, 37.6674832)]"
school,"[(126.7693692, 37.6696296), (126.7696048, 37.6699787), (126.7695792, 37.6699896), (126.769672, 37.670127), (126.769775, 37.6700835), (126.769878, 37.670236), (126.7700016, 37.6701838), (126.7694787, 37.6694092), (126.7693747, 37.6694532), (126.7694662, 37.6695886), (126.7693692, 37.6696296)]"
school,"[(126.7696713, 37.6693417), (126.7698191, 37.6695481), (126.770259, 37.6693508), (126.7701111, 37.6691443), (126.7696713, 37.6693417)]"
school,"[(126.7600206, 37.6734814), (126.7601253, 37.6736337), (126.7602103, 37.673597), (126.7602169, 37.6736066), (126.7605598, 37.6734589), (126.7605502, 37.6734448), (126.7606509, 37.6734015), (126.7606002, 37.6733277), (126.7607365, 37.673269), (126.7607718, 37.6733204), (126.760947, 37.6732449), (126.7608607, 37.6731195), (126.7608289, 37.6731332), (126.7608161, 37.6731146), (126.7607679, 37.6731354), (126.7607807, 37.673154), (126.7600206, 37.6734814)]"
cathedral,"[(126.8778426, 37.4570175), (126.8780956, 37.4574098), (126.8785339, 37.4572246), (126.8789502, 37.4570077), (126.878944, 37.4569576), (126.8788516, 37.4569123), (126.8787622, 37.456872), (126.8784896, 37.4567754), (126.8781799, 37.4570065), (126.8780505, 37.4568793), (126.8778426, 37.4570175)]"
kindergarten,"[(127.1613041, 37.455159), (127.161469, 37.4553557), (127.1615771, 37.4552986), (127.1614122, 37.4551019), (127.1613041, 37.455159)]"
school,"[(126.8102048, 37.4697293), (126.8102986, 37.46977), (126.810357, 37.4696956), (126.810649, 37.4698416), (126.810626, 37.4698697), (126.81081, 37.469961), (126.810833, 37.4699287), (126.8109109, 37.4699638), (126.8108596, 37.4700298), (126.810964, 37.4700832), (126.8109817, 37.4700579), (126.8113179, 37.4702152), (126.811279, 37.4702672), (126.8115214, 37.4705888), (126.8117284, 37.4704961), (126.8114895, 37.4701618), (126.8110454, 37.4699582), (126.8110719, 37.4699259), (126.8103154, 37.4695676), (126.8102048, 37.4697293)]"
school,"[(126.8113119, 37.4676231), (126.8116257, 37.467555), (126.811623, 37.4675241), (126.8116621, 37.4675237), (126.811729, 37.467523), (126.811725, 37.4678317), (126.8113615, 37.4678296), (126.8113588, 37.4678573), (126.8113272, 37.4678583), (126.8113245, 37.4679392), (126.8114434, 37.4679418), (126.811441, 37.4679881), (126.8117259, 37.4679918), (126.8117236, 37.4681456), (126.811852, 37.468166), (126.8119057, 37.4679399), (126.811915, 37.4678028), (126.8118613, 37.4678009), (126.811859, 37.4676212), (126.8117819, 37.4676212), (126.8117866, 37.4675285), (126.8119384, 37.4675341), (126.8119431, 37.4674451), (126.8122209, 37.4674395), (126.8122303, 37.4673413), (126.8118567, 37.4673172), (126.811845, 37.4673858), (126.8117936, 37.4673784), (126.8117983, 37.467358), (126.8117329, 37.467358), (126.8117306, 37.4673728), (126.8113616, 37.4673784), (126.811357, 37.467471), (126.8113196, 37.4674748), (126.8113119, 37.4676231)]"
school,"[(126.8049565, 37.4716369), (126.8052223, 37.4716971), (126.8053594, 37.4713158), (126.8050936, 37.4712556), (126.8049565, 37.4716369)]"
school,"[(126.8053706, 37.4719706), (126.8054704, 37.472043), (126.8059159, 37.4716557), (126.8059618, 37.471689), (126.8061815, 37.4714979), (126.8061347, 37.4714639), (126.8065008, 37.4711456), (126.806402, 37.471074), (126.8053706, 37.4719706)]"
school,"[(126.8036812, 37.4722728), (126.8038843, 37.4724192), (126.8040104, 37.472334), (126.8040338, 37.4723544), (126.8040618, 37.472334), (126.8042685, 37.4723417), (126.8043607, 37.4723451), (126.8046946, 37.4726323), (126.8048113, 37.4725638), (126.804412, 37.4722376), (126.8042556, 37.4722172), (126.8042439, 37.4721894), (126.8041762, 37.4721931), (126.8041762, 37.4721653), (126.8041248, 37.4721672), (126.8041272, 37.4722302), (126.803931, 37.4720801), (126.8036812, 37.4722728)]"
school,"[(126.8039585, 37.4724259), (126.8040381, 37.4724968), (126.804131, 37.4724947), (126.8041284, 37.4725853), (126.8041532, 37.4725804), (126.8045185, 37.4728707), (126.8046236, 37.472791), (126.804592, 37.4727632), (126.8045687, 37.4727614), (126.8042686, 37.4725121), (126.8042685, 37.4723417), (126.8040618, 37.472334), (126.8040338, 37.4723544), (126.8039585, 37.4724259)]"
school,"[(126.9191275, 37.4796439), (126.9193211, 37.4796767), (126.9192748, 37.4798487), (126.9199744, 37.4799673), (126.9200159, 37.479813), (126.9205778, 37.4799082), (126.9206106, 37.4797866), (126.9199725, 37.4796784), (126.9199315, 37.4798308), (126.9194529, 37.4797497), (126.919502, 37.4795676), (126.9191635, 37.4795102), (126.9191275, 37.4796439)]"
college,"[(127.0901208, 37.6283274), (127.0901443, 37.6285891), (127.0901542, 37.6286987), (127.0902944, 37.6286908), (127.0903077, 37.6288384), (127.0905123, 37.6288269), (127.090505, 37.6287463), (127.0909195, 37.6287229), (127.0909057, 37.6285695), (127.0905882, 37.6285874), (127.0905724, 37.6284121), (127.0904717, 37.6284177), (127.0904618, 37.6283082), (127.0901208, 37.6283274)]"
college,"[(127.0920888, 37.6279229), (127.0921532, 37.6280674), (127.0924643, 37.6279399), (127.0925394, 37.6280249), (127.0923463, 37.6281524), (127.0924, 37.6282118), (127.0923141, 37.6282798), (127.0923356, 37.6284413), (127.092872, 37.6280164), (127.0924322, 37.627651), (127.0920888, 37.6279229)]"
school,"[(126.7710036, 37.6828576), (126.7711681, 37.6830852), (126.7714478, 37.6829586), (126.7712834, 37.6827309), (126.7710036, 37.6828576)]"
school,"[(126.7712923, 37.6831248), (126.7714405, 37.6833433), (126.7715303, 37.6833052), (126.7715621, 37.6833521), (126.7716768, 37.6833034), (126.7716857, 37.6833164), (126.7719834, 37.68319), (126.771997, 37.6832101), (126.772163, 37.6831396), (126.7721391, 37.6831043), (126.7722226, 37.6830688), (126.772252, 37.683112), (126.7723208, 37.6830828), (126.772288, 37.6830345), (126.7723687, 37.6830002), (126.7724065, 37.683056), (126.7725198, 37.6830079), (126.772481, 37.6829507), (126.7726814, 37.6828656), (126.7726314, 37.6827918), (126.771513, 37.6832666), (126.7714492, 37.6831725), (126.771886, 37.6829871), (126.7719206, 37.6830381), (126.7720758, 37.6829722), (126.7720445, 37.6829259), (126.7720921, 37.6829057), (126.7721313, 37.6829637), (126.772179, 37.6829434), (126.7721532, 37.6829054), (126.7722315, 37.6828721), (126.7722185, 37.682853), (126.7725619, 37.6827071), (126.772498, 37.6826129), (126.7712923, 37.6831248)]"
school,"[(126.7564586, 37.6846269), (126.756662, 37.6849193), (126.7565381, 37.6849733), (126.756883, 37.6854699), (126.7573022, 37.6852876), (126.7571825, 37.6851151), (126.756969, 37.6852078), (126.7568518, 37.6850386), (126.7568958, 37.6850196), (126.7569228, 37.6850589), (126.7572439, 37.6849212), (126.7573059, 37.6850118), (126.7575915, 37.6848897), (126.7575011, 37.6847571), (126.7575244, 37.6847473), (126.7575384, 37.6847681), (126.7575706, 37.6847546), (126.7576145, 37.6848207), (126.7577753, 37.6847538), (126.7576075, 37.6845008), (126.7574495, 37.6845665), (126.7575192, 37.6846715), (126.7573893, 37.6847254), (126.7572414, 37.6845022), (126.7571603, 37.6845358), (126.7571621, 37.6845456), (126.7571163, 37.6845656), (126.757252, 37.68476), (126.7571967, 37.6847842), (126.7571613, 37.6847335), (126.7569125, 37.6848422), (126.7569557, 37.6849041), (126.7568918, 37.6849319), (126.756628, 37.684553), (126.7564586, 37.6846269)]"
hotel,"[(126.8959536, 37.4848598), (126.8959922, 37.4849178), (126.8961689, 37.4849701), (126.8961428, 37.4850469), (126.8961829, 37.4851218), (126.8962376, 37.4851019), (126.896196, 37.4850373), (126.8962172, 37.4849849), (126.8964136, 37.4850485), (126.8966009, 37.4852821), (126.8969164, 37.4853823), (126.8970941, 37.4853016), (126.8967654, 37.4848131), (126.8967059, 37.4847246), (126.8969039, 37.4846322), (126.8968371, 37.4846006), (126.8967436, 37.4844846), (126.8967356, 37.4844529), (126.8966978, 37.4843039), (126.8965278, 37.48439), (126.8965703, 37.484442), (126.8964913, 37.4844841), (126.8965608, 37.4845735), (126.8962975, 37.4846994), (126.8959536, 37.4848598)]"
church,"[(126.9381278, 37.548719), (126.9382918, 37.5487847), (126.938338, 37.5487123), (126.9381684, 37.5486443), (126.9381327, 37.5487003), (126.9381383, 37.5487025), (126.9381278, 37.548719)]"
church,"[(126.9380153, 37.5485549), (126.9382022, 37.5485984), (126.9382358, 37.5485076), (126.9380816, 37.5484717), (126.9380733, 37.548494), (126.9380651, 37.5484921), (126.9380568, 37.5485144), (126.9380472, 37.5485122), (126.9380388, 37.548535), (126.9380239, 37.5485315), (126.9380153, 37.5485549)]"
train_station,"[(127.1264633, 37.6420348), (127.1271989, 37.6423123), (127.1272203, 37.6422995), (127.1275956, 37.64246), (127.1277863, 37.6425416), (127.1278051, 37.6425268), (127.1282476, 37.6427147), (127.1283587, 37.6427553), (127.1285481, 37.6426255), (127.1282423, 37.6424928), (127.1277924, 37.6422977), (127.1268223, 37.6418769), (127.1267188, 37.6420468), (127.1265015, 37.6420234), (127.1264633, 37.6420348)]"
church,"[(126.9197798, 37.5694062), (126.9198758, 37.5694443), (126.9199832, 37.5693258), (126.9198872, 37.5692759), (126.9197798, 37.5694062)]"
kindergarten,"[(126.9684149, 37.5065624), (126.968507, 37.5067338), (126.9686961, 37.5066705), (126.9686056, 37.5064991), (126.9684149, 37.5065624)]"
school,"[(127.0344057, 37.5563453), (127.0348477, 37.5563629), (127.0348416, 37.556459), (127.0349082, 37.5564616), (127.0349206, 37.556265), (127.034412, 37.5562448), (127.0344057, 37.5563453)]"
school,"[(127.0343825, 37.556544), (127.0348989, 37.5565595), (127.0349033, 37.5564672), (127.0343869, 37.5564516), (127.0343825, 37.556544)]"
school,"[(127.0347666, 37.5566374), (127.034823, 37.557343), (127.0349869, 37.5573348), (127.0349801, 37.55725), (127.0349201, 37.557253), (127.0348705, 37.5566322), (127.0347666, 37.5566374)]"
kindergarten,"[(126.8416356, 37.5340907), (126.8418375, 37.5341649), (126.8419069, 37.5340426), (126.8417049, 37.5339684), (126.8416356, 37.5340907)]"
hospital,"[(127.0557722, 37.6117452), (127.0559022, 37.611826), (127.0560618, 37.6116815), (127.0559411, 37.6116018), (127.0557722, 37.6117452)]"
church,"[(127.0018529, 37.4328254), (127.0018529, 37.4330643), (127.0020334, 37.4330643), (127.0020334, 37.4328255), (127.0018529, 37.4328254)]"
university,"[(127.0772756, 37.5413796), (127.0773192, 37.5413937), (127.0774278, 37.541419), (127.0774603, 37.5413307), (127.0775104, 37.5412747), (127.0775988, 37.5412157), (127.0777076, 37.5411869), (127.077809, 37.5411808), (127.0779204, 37.5411962), (127.0780411, 37.5412474), (127.078112, 37.5413055), (127.0781771, 37.5414038), (127.0781992, 37.5414741), (127.0783238, 37.5414619), (127.0783086, 37.5413971), (127.0782705, 37.5413071), (127.0782449, 37.5412665), (127.0782086, 37.541226), (127.0781578, 37.541191), (127.0780978, 37.5411511), (127.07798, 37.5410939), (127.0778823, 37.5410661), (127.0777761, 37.5410566), (127.0776682, 37.5410583), (127.077564, 37.5410806), (127.0774795, 37.5411221), (127.0774018, 37.5411714), (127.0773502, 37.5412272), (127.0772968, 37.5412984), (127.0772756, 37.5413796)]"
church,"[(126.853717, 37.4913559), (126.8537243, 37.491395), (126.8537445, 37.4914249), (126.8537764, 37.4914536), (126.8538184, 37.4914789), (126.8538777, 37.4914995), (126.8539313, 37.491511), (126.8539415, 37.4913617), (126.853717, 37.4913559)]"
school,"[(126.8232291, 37.5525999), (126.8232805, 37.5526906), (126.8234999, 37.5528849), (126.8234836, 37.5529035), (126.8237475, 37.5530793), (126.8238572, 37.5531571), (126.8239763, 37.5531922), (126.8240697, 37.5531237), (126.8238128, 37.5529127), (126.8239062, 37.5528405), (126.8239763, 37.5528886), (126.823995, 37.5528738), (126.8240977, 37.552946), (126.8241327, 37.5529201), (126.8242308, 37.5530016), (126.8243335, 37.5529238), (126.8241281, 37.5527572), (126.824114, 37.5527702), (126.8240533, 37.552722), (126.8241724, 37.5526461), (126.8242028, 37.5526702), (126.8242355, 37.5526461), (126.8243265, 37.5527183), (126.8243546, 37.5526961), (126.8244199, 37.552748), (126.8245343, 37.5526628), (126.8243616, 37.5525184), (126.8243896, 37.5524888), (126.8243989, 37.5524555), (126.8243896, 37.552424), (126.8243592, 37.5523962), (126.8243149, 37.5523833), (126.8242612, 37.5523944), (126.8242378, 37.5524184), (126.8242215, 37.5524536), (126.8242355, 37.5524814), (126.8242168, 37.5524943), (126.8241911, 37.5524832), (126.8241444, 37.5524851), (126.8238502, 37.5527146), (126.8238642, 37.552735), (126.8239179, 37.5527757), (126.8238829, 37.5528072), (126.8238245, 37.5527609), (126.8237171, 37.5528387), (126.8236611, 37.5527905), (126.8237264, 37.5527424), (126.8233899, 37.5524659), (126.8232567, 37.5525648), (126.8232664, 37.5525776), (126.8232291, 37.5525999)]"
kindergarten,"[(126.8228239, 37.5523134), (126.8230873, 37.5525381), (126.8232253, 37.5524343), (126.8229537, 37.5522068), (126.8228239, 37.5523134)]"
kindergarten,"[(126.8290652, 37.5536327), (126.829092, 37.5538182), (126.8294022, 37.5537901), (126.8293754, 37.5536046), (126.8290652, 37.5536327)]"
school,"[(126.8761962, 37.6506178), (126.8765639, 37.6507125), (126.8767086, 37.6503688), (126.8765958, 37.6503487), (126.876507, 37.6505504), (126.8762604, 37.6504803), (126.8761962, 37.6506178)]"
school,"[(127.0750872, 37.5058344), (127.0760655, 37.5059688), (127.0764274, 37.5056697), (127.0762827, 37.5055655), (127.0759968, 37.5058152), (127.0751185, 37.5057019), (127.0750872, 37.5058344)]"
school,"[(127.0760945, 37.5052693), (127.076481, 37.5055683), (127.0770426, 37.5051113), (127.0769236, 37.5050192), (127.076467, 37.5053907), (127.0763197, 37.5052768), (127.0767738, 37.5049074), (127.0766536, 37.5048144), (127.0760945, 37.5052693)]"
school,"[(126.7992613, 37.4660553), (126.7993338, 37.466086), (126.7993171, 37.466111), (126.7993936, 37.4661434), (126.7994103, 37.4661185), (126.7996504, 37.4662201), (126.7996156, 37.4662718), (126.7997815, 37.466342), (126.7998174, 37.4662886), (126.8001754, 37.4664402), (126.8002446, 37.4663373), (126.7993316, 37.4659506), (126.7992613, 37.4660553)]"
kindergarten,"[(126.8254127, 37.5539043), (126.8254235, 37.5539766), (126.8256112, 37.5539638), (126.8256032, 37.5538936), (126.8254127, 37.5539043)]"
